Category,Search keyword,merged_text,cleaned_text,text_translated,topic_id,topic_label
社會領域,社會問題,"中田の決断！ジャニーズ問題への恐怖 
社会問題 #沈黙は共犯 #ジャニーズ #中田敦彦 #中田敦彦のyoutube大学 本編はこちら https://youtu.be/jY9Gbx1W0Mo YouTube ...",中田の決断 ジャニーズ問題への恐怖 社会問題 沈黙は共犯 ジャニーズ 中田敦彦 中田敦彦のyoutube大学 本編はこちら YouTube,中田的決定 對約翰尼問題的恐懼社會問題 沉默是同夥約翰尼 nakata atsushi nakata atsushi atsushi的YouTube大學 請單擊此處 以獲取主要故事的主要故事YouTube,15,15_Aoyama_議員眾_議院_atsushi
社會領域,社會問題,"5年前諷刺的中國社會問題，到現在還存在！這部片子力度真大！ 
欢迎订阅「一目十影」",5年前諷刺的中國社會問題 到現在還存在 這部片子力度真大 欢迎订阅 一目十影,5年前諷刺的中國社會問題 到現在還存在 這部片子力度真大 歡迎訂閱 一目十影,23,23_戲劇_歡迎_我_直接
社會領域,社會問題,"Would you sacrifice your peace for a career? | Dose of Society 
advice you would give to your younger self... This is about being young, older women's advice, rushing your career and sacrificing ...",Would you sacrifice your peace for a career Dose of Society advice you would give to your younger self This is about being young older women s advice rushing your career and sacrificing,您是否會為您向年輕的自我提供的社會建議犧牲和平 這是關於年輕的婦女的建議 急於您的職業和犧牲,16,16_她_一次_您_拒絕
社會領域,社會問題,"“I struggled with depression for many years of my life” ♥️ | Dose of Society 
adviceforwomen What's your biggest insecurity? This is about depression, doubting yourself, and finding yourself again. Dose of ...",I struggled with depression for many years of my life Dose of Society adviceforwomen What s your biggest insecurity This is about depression doubting yourself and finding yourself again Dose of,我為抑鬱症而苦苦掙紮了多年的社會忠誠度 這是您最大的不安全感 這是關於抑鬱症懷疑自己 並再次發現自己,18,18_對_幫_毫無疑問_自己
社會領域,社會問題,"【少子化 社会問題 氷河期世代】増え続ける”生涯独身”の真相がヤバすぎる。結婚したらめちゃくちゃ損？【ゆっくり 2ch 解説】 
男が結婚しない本当の理由。 結婚のデメリットがエグすぎた件。 男性が「結婚は割に合わない」と気づいてしまった現代日本の闇 ...",少子化 社会問題 氷河期世代 増え続ける 生涯独身 の真相がヤバすぎる 結婚したらめちゃくちゃ損 ゆっくり 2ch 解説 男が結婚しない本当の理由 結婚のデメリットがエグすぎた件 男性が 結婚は割に合わない と気づいてしまった現代日本の闇,出生率下降 社會問題 冰期產生 不斷增加 單身生命的真相太危險了 結婚是巨大的損失 慢慢2ch解釋男人不結婚的真正原因是婚姻的劣勢太過現代日本的黑暗 在那裏人們意識到婚姻不值得,8,8_下降_出生率_結婚_慢慢
社會領域,社會問題,"韓国の社会問題がこんなところまで…これからどうなるでしょう… 
こんにちは。ぱんさんです。 韓国の現状がいろいろ見えてきました。 不足な動画ですが見ていただいてありがとうございます。",韓国の社会問題がこんなところまで これからどうなるでしょう こんにちは ぱんさんです 韓国の現状がいろいろ見えてきました 不足な動画ですが見ていただいてありがとうございます,韓國現在的社會問題將會發生什麼 你好 這是潘 我來到韓國看到許多當前情況 感謝您觀看此視頻 即使缺乏視頻,11,11_韓國_總統_特朗普_婦女
社會領域,社會問題,"“最後の一口どうする問題”チャーハン、そば、ストローで飲むドリンク…解決法を教えます【Nスタ解説】｜TBS NEWS DIG　#shorts 
チャーハンの最後の一口。レンゲで取りづらいと感じたことあるのではないでしょうか？チャーハンだけじゃない、苦戦する「 ...",最後の一口どうする問題 チャーハン そば ストローで飲むドリンク 解決法を教えます Nスタ解説 TBS NEWS DIG shorts チャーハンの最後の一口 レンゲで取りづらいと感じたことあるのではないでしょうか チャーハンだけじゃない 苦戦する,用稻草的最後一口炒米飯擦飲料怎麼辦 我會教您解決 方案n Star解釋TBS新聞挖短褲的最後一口炒飯 我敢肯定您覺得您覺得很難用蓮花根來得到它 這不僅是炒飯 而且是一場掙扎,29,29_幫助_生命_您_the
社會領域,社會問題,"ホームタウン問題 本当の原因 #青山繁晴 #shorts #青山繁晴 #shorts 
自由民主党・参議院議員の青山繁晴が様々な質問にお答えします。 出演：青山繁晴（参議院議員） 増野優斗（青山繁晴事務所 ...",ホームタウン問題 本当の原因 青山繁晴 shorts 青山繁晴 shorts 自由民主党・参議院議員の青山繁晴が様々な質問にお答えします 出演 青山繁晴 参議院議員 増野優斗 青山繁晴事務所,家鄉問題 真正導致Aoyama Shigharu短褲Aoyama Shigharu短褲Aoyama Shigharu是自由民主黨和議員眾議院議員 將回答各種問題 議員眾議院Masuno Yuto Aoyama Shigharu辦公室由Aoyama Shigharu主演,15,15_Aoyama_議員眾_議院_atsushi
社會領域,社會問題,"Can you fall in love in 7 months? ♥️  | Dose of Society 
She ghosted him after 6 or 7 months of dating... He began to fall in love, they travelled to many countries together, but things were ...",Can you fall in love in 7 months Dose of Society She ghosted him after 6 or 7 months of dating He began to fall in love they travelled to many countries together but things were,你能在7個月的社會中墜入愛河嗎,18,18_對_幫_毫無疑問_自己
社會領域,社會問題,"&quot;There&#39;s no such thing as an evil or bad person... everyone has their own story&quot; | Dose of Society 
Being in a relationship when you're struggling with your mental health is hard. This is about kindness, communication, mental ...",quot There 39 s no such thing as an evil or bad person everyone has their own story quot Dose of Society Being in a relationship when you re struggling with your mental health is hard This is about kindness communication mental,引號39 s沒有邪惡或壞人這樣的事情 每個人都有自己的故事引號 當您重新掙紮在心理健康方面時 社會就處於戀愛關係中 這很難,18,18_對_幫_毫無疑問_自己
社會領域,社會問題,"Would you do this for a friend in need? ♥️ | Dose of Society 
When she was going through a hard time, her friend came to her house and hander her car keys over. The kindest thing she can ...",Would you do this for a friend in need Dose of Society When she was going through a hard time her friend came to her house and hander her car keys over The kindest thing she can,當她經歷艱難時期 她的朋友來到她家 把車鑰匙拿到她可以的最善良的事情時 您會為有需要的社會的朋友做這件事,16,16_她_一次_您_拒絕
社會領域,社會問題,"الترقيم ما حل مشكلة التكاتك! #shorts 
صاحب تكتك: الترقيم ما حل مشكلة التكاتك وبعده يتعرض للحجز تناقش حلقة الليلة من 52 دقيقة مع فاروق صالح، ""التكتك.. رخصُه أنقذ ...",الترقيم ما حل مشكلة التكاتك shorts صاحب تكتك الترقيم ما حل مشكلة التكاتك وبعده يتعرض للحجز تناقش حلقة الليلة من 52 دقيقة مع فاروق صالح التكتك رخص ه أنقذ,編號尚未解決tick的問題,5,5_社交_13_有限_表情
社會領域,社會問題,"The Problem With Entertainment 
Truth Unites (https://truthunites.org) exists to promote gospel assurance through theological depth. Gavin Ortlund (PhD, Fuller ...",The Problem With Entertainment Truth Unites exists to promote gospel assurance through theological depth Gavin Ortlund PhD Fuller,娛樂真理的問題是存在 以通過神學深度加文 奧爾特倫德 Gavin Ortlund 博士富勒 Phd Fuller 來促進福音保證,7,7_爭議_博士_直播_應用
社會領域,社會問題,"【乙武洋匡】人口減少問題は無理ゲー  #newspicks 
Pontaポイントプレゼントキャンペーンはこちら https://camp.auone.jp/campaign/641087a7453452a0f10d0b15 supported by au ...",乙武洋匡 人口減少問題は無理ゲー newspicks Pontaポイントプレゼントキャンペーンはこちら supported by au,Otake Hiromasa 人口下降的問題是不可能的 Newsppelps Ponta Points Giveaway活動在這裡得到了AU的支持,20,20_得到_這裡_活動_支持
社會領域,社會問題,"揭賴清德「溝通大問題」出在這 學者嘆：這樣怎麼感動人民？  #時事 #賴清德 #民進黨 #翁達瑞 #大罷免 #罐頭文字 
加入Youtube專屬會員  https://www.youtube.com/channel/UCwWXGnvVmi-6Sfx2wf8S8tQ/join 下班喝一杯啤酒每月$75 下班喝 ...",揭賴清德 溝通大問題 出在這 學者嘆 這樣怎麼感動人民 時事 賴清德 民進黨 翁達瑞 大罷免 罐頭文字 加入Youtube專屬會員 下班喝一杯啤酒每月 75 下班喝,揭賴清德 溝通大問題 出在這 學者嘆 這樣怎麼感動人民 時事 賴清德 民進黨 翁達瑞 大罷免 罐頭文字 加入Youtube專屬會員 下班喝一杯啤酒每月 75 下班喝,36,36_民進_賴清德_學者_感動
社會領域,社會問題,"嗆記者白癡問題? 黃國昌:是嗆網友問題可笑｜TVBS新聞 @TVBSNEWS01 
黃國昌#民眾黨#嗆聲#TVBS新聞#TVBS直播#TVBS新聞網○請訂閱【TVBS新聞網】YT  https://tvbs.pse.is/7hnrvn ○TVBS新聞APP ...",嗆記者白癡問題 黃國昌 是嗆網友問題可笑 TVBS新聞 TVBSNEWS01 黃國昌 民眾黨 嗆聲 TVBS新聞 TVBS直播 TVBS新聞網 請訂閱 TVBS新聞網 YT TVBS新聞APP,嗆記者白癡問題 黃國昌 是嗆網友問題可笑 TVBS新聞 TVBSNEWS01 黃國昌 民眾黨 嗆聲 TVBS新聞 TVBS直播 TVBS新聞網 請訂閱 TVBS新聞網 YT TVBS新聞APP,12,12_大罷免_國昌_黃_嗆
社會領域,社會問題,"黃國昌嗆「白痴問題」對方竟是吳益政女兒 昌稱：是指網友問題非常可笑｜三立新聞網 SETN.com 
黃國昌#吳益政#記者#白痴問題#民眾黨  熱搜https://setn.com/topic 大事直播https://live.setn.com 成為這個頻道的會員並獲得 ...",黃國昌嗆 白痴問題 對方竟是吳益政女兒 昌稱 是指網友問題非常可笑 三立新聞網 SETN com 黃國昌 吳益政 記者 白痴問題 民眾黨 熱搜 大事直播 成為這個頻道的會員並獲得,黃國昌嗆 白癡問題 對方竟是吳益政女兒 昌稱 是指網友問題非常可笑 三立新聞網 SETN com 黃國昌 吳益政 記者 白癡問題 民眾黨 熱搜 大事直播 成為這個頻道的會員並獲得,12,12_大罷免_國昌_黃_嗆
社會領域,社會問題,"社会問題作_Short2 
【Short / サビ】 ▽Full ver（フルはこちら） https://youtu.be/1yofdaQhH6M Listen more: https://www.youtube.com/@Poppo-e4i ...",社会問題作_Short2 Short サビ Full ver フルはこちら Listen more,社交爭議 SHORT2簡短合唱完整單擊此處以獲取完整的收聽更多,4,4_日本_音樂_政治_此
社會領域,社會問題,"Tum Marwa Dogay Kisi Ko!🤨🤨#crimepatrol #shorts #lahorerang #lahorepuchtahai | J23U 
Crime Patrol features prevailing social issues reenacted and made into documentary style episodes for our viewership. From theft ...",Tum Marwa Dogay Kisi Ko crimepatrol shorts lahorerang lahorepuchtahai J23U Crime Patrol features prevailing social issues reenacted and made into documentary style episodes for our viewership From theft,Tum Marwa Doyay Kisi Ko Crime Patrol短褲Lahorerang lahorepuchtahai J23U犯罪巡邏隊的特徵是 從盜竊中為我們的收視率重新設計並製作成紀錄片風格的社會問題,0,0_犯罪_製_爾_重新
社會領域,社會問題,"「石破おろし」失敗？　参政党、森友問題の現在 （望月 衣塑子／三木 由希子／矢部 真太）　ウィークエンドニュース 20250830 
【今週のテーマ】 ・石破政権、支持率が急浮上 ・現場から見た参政党の正体 ・森友問題、新文書開示で何が分かったのか？",石破おろし 失敗 参政党 森友問題の現在 望月 衣塑子 三木 由希子 矢部 真太 ウィークエンドニュース 20250830 今週のテーマ ・石破政権 支持率が急浮上 ・現場から見た参政党の正体 ・森友問題 新文書開示で何が分かったのか,Ishiba Oroshi失敗的選舉權黨的當前狀態Mochizuki Isoko Miki Yukiki Yukiko Yukiko Yukiko Yabe Shinta週末新聞20250830本週主題 Ishiba Administration的批准評級突然上升了 從地面上看到的選稱黨的真實身份 Moritomo問題 莫里託莫諾 Moritomo 揭示了什麼披露了新文檔的披露,37,37_Shizuoka_30_日_下午
社會領域,社會問題,"「セルフレジ万引き」社会問題化してしまう→その手口がヤバすぎる #2chまとめ 
2ちゃんまとめ #2ch面白いスレ #5ch.",セルフレジ万引き 社会問題化してしまう その手口がヤバすぎる 2chまとめ 2ちゃんまとめ 2ch面白いスレ 5ch,自我檢查入店行竊 此技術已成為一個社會問題 太危險了2ch摘要2CH摘要2ch有趣的線程5CH,0,0_犯罪_製_爾_重新
社會領域,社會問題,"包容殘疾的商業優勢 (ESG 社會問題：多樣性) 
esg #esg多樣性#esg包容性#殘疾.",包容殘疾的商業優勢 ESG 社會問題 多樣性 esg esg多樣性 esg包容性 殘疾,包容殘疾的商業優勢 ESG 社會問題 多樣性 esg esg多樣性 esg包容性 殘疾,33,33_性_殘疾_商業_ESG
社會領域,社會問題,"民眾黨走讀僵局落幕！黃國昌：唯一解決問題方法釋放柯文哲｜NOWNEWS 
民眾黨#黃國昌#柯文哲#賴清德─【NOWNEWS今日新聞】─ 訂閱〈NOW娛樂YT〉▶️ 爆紅影音輕鬆滑https://lihi.cc/xoTgU ...",民眾黨走讀僵局落幕 黃國昌 唯一解決問題方法釋放柯文哲 NOWNEWS 民眾黨 黃國昌 柯文哲 賴清德 NOWNEWS今日新聞 訂閱 NOW娛樂YT 爆紅影音輕鬆滑,民眾黨走讀僵局落幕 黃國昌 唯一解決問題方法釋放柯文哲 NOWNEWS 民眾黨 黃國昌 柯文哲 賴清德 NOWNEWS今日新聞 訂閱 NOW娛樂YT 爆紅影音輕鬆滑,12,12_大罷免_國昌_黃_嗆
社會領域,社會問題,"Flash Floods in Pakistan | Victims Struggle Without Help | Distressing Scenes | Samaa TV 
samaatv #FloodAlert #punjab #lahore #RAVI #india #shahdara #maryamnawaz #SutlejRiver #PakistanFloods #sialkot Follow ...",Flash Floods in Pakistan Victims Struggle Without Help Distressing Scenes Samaa TV samaatv FloodAlert punjab lahore RAVI india shahdara maryamnawaz SutlejRiver PakistanFloods sialkot Follow,巴基斯坦受害者的山洪氾濫而掙扎 沒有幫助令人痛苦的場景,35,35_洪水_氾_濫_受害者
社會領域,社會問題,"【参院選】浮かび上がった問題点とは？ #theupdate  #参院選 #自民党 #立憲民主党 #チームみらい #政治 #安野貴博  #岸谷蘭丸 #馬場雄基 #湯上響花 #古坂大魔王 
The UPDATE :【政局大混乱】日本の未来はどうなってしまうのか？ このショート動画の本編は、 このチャンネルのプロフィール ...",参院選 浮かび上がった問題点とは theupdate 参院選 自民党 立憲民主党 チームみらい 政治 安野貴博 岸谷蘭丸 馬場雄基 湯上響花 古坂大魔王 The UPDATE 政局大混乱 日本の未来はどうなってしまうのか このショート動画の本編は このチャンネルのプロフィール,議員眾議院選舉出現了什麼問題 theupdate眾議院選舉自由顧問憲法民主黨小組Mirai Politics Yasuno tokahiro Kishitani ranmaru baba Yuki Yuki Yuki Yugami Kyouka kyouka furusaka furusaka furusau daimaou daimaou政治動蕩的政治動盪 日本未來會發生什麼 這個簡短視頻的主要故事是此頻道的個人資料,15,15_Aoyama_議員眾_議院_atsushi
社會領域,社會問題,"【DX化】落とし物問題をAIで解決する社会インフラをつくる&quot;find&quot;｜事業成功の秘訣に迫る【find 高島 彬 vol.01】 
今回の動画は、AIとDXで「落とし物問題」を社会インフラレベルで解決しようと挑戦するスタートアップ起業「株式会社find」の ...",DX化 落とし物問題をAIで解決する社会インフラをつくる quot find quot 事業成功の秘訣に迫る find 高島 彬 vol 01 今回の動画は AIとDXで 落とし物問題 を社会インフラレベルで解決しようと挑戦するスタートアップ起業 株式会社find の,DX 創建一個社交基礎架構 通過AI Quot find find find of Business Success找到丟失的物品 找到Takashima Akira vol 01該視頻是一家創業公司 它挑戰使用AI和DX在社交基礎設施級別上解決丟失的項目,2,2_AI_歌曲_最新_音樂
社會領域,社會問題,"【日本の闇】スタディ・ハラスメントの実態 「教育虐待」#社会問題 #カルト宗教 #進学塾 
原作：石井光太 構成：鈴木マサカズ 作画：ワダユウキの人気作品『教育虐待 ―子供を壊す「教育熱心」な親たち』をボイス ...",日本の闇 スタディ・ハラスメントの実態 教育虐待 社会問題 カルト宗教 進学塾 原作 石井光太 構成 鈴木マサカズ 作画 ワダユウキの人気作品 教育虐待 子供を壊す 教育熱心 な親たち をボイス,日本的黑暗研究和騷擾教育虐待社會問題的現實邪教宗教準備學校的原始作品ishii kota構成suzuki suzuki masakazu插圖Wada Yuki的流行工作教育虐待摧毀了對教育充滿熱情父母的孩子,6,6_受害者_騷擾_虐待_學校
社會領域,社會問題,"【社会問題】女性管理職比率、過去最高でも“まだまだ少ない”現実 
日本企業における女性管理職の比率が、過去最高となる 10.9％ に達しました。 さらに、女性役員比率も 13.5％ と過去最高水準 ...",社会問題 女性管理職比率 過去最高でも まだまだ少ない 現実 日本企業における女性管理職の比率が 過去最高となる 10 9 に達しました さらに 女性役員比率も 13 5 と過去最高水準,社會問題 迄今為止 女性經理的比率仍然很低 即使這是有史以 來最高的 日本公司女性經理的比例達到了109創紀錄的最高水平 此外 迄今為止 女高管的比率也為135,8,8_下降_出生率_結婚_慢慢
社會領域,社會問題,"【虎ノ門ニュース】武田邦彦×竹田恒泰　※コメント欄に緊急告知あり※　2025/8/29(金) 
出演＞ 武田邦彦（科学者） 竹田恒泰（作家） 令和書籍株式会社のYouTubeチャンネルはこちらから！",虎ノ門ニュース 武田邦彦 竹田恒泰 コメント欄に緊急告知あり 2025 8 29 金 出演 武田邦彦 科学者 竹田恒泰 作家 令和書籍株式会社のYouTubeチャンネルはこちらから,Toranomon News Takeda Kunihiko Takeda Tsuneyasu緊急公告在評論部分2025 8 29週五由Takeda Kunihiko科學家Takeda Tsuneyasu主演,15,15_Aoyama_議員眾_議院_atsushi
社會領域,社會問題,"&quot;It took me like 10 years to get over the guy&quot; | Dose of Society 
Did he waste her time? You never want to hear 'I don't love you anymore'. But after being strung along, it's even worse.",quot It took me like 10 years to get over the guy quot Dose of Society Did he waste her time You never want to hear I don t love you anymore But after being strung along it s even worse,引述我花了大約10年的時間來克服社會的劑量 他浪費了她的時間 你永遠不想聽到我不再愛你,18,18_對_幫_毫無疑問_自己
社會領域,社會問題,"&quot;I had to mourn the loss of an 8 year relationship&quot; 😔 | Dose of Society 
Dating #advice for women... She talks about falling in love young, and changing as a person after that. It's hard leaving a long term ...",quot I had to mourn the loss of an 8 year relationship quot Dose of Society Dating advice for women She talks about falling in love young and changing as a person after that It s hard leaving a long term,我不得不哀悼失去8年關係的喪失社會劑量的社會約會建議 她談論的是關於年輕墜入愛河的人 然後很難長期離開,18,18_對_幫_毫無疑問_自己
社會領域,社會問題,"参政党と外国人問題 #参政党 #外国人問題 
YouTubeメンバーシップはこちら youtube.com/channel/UCFo4kqllbcQ4nV83WCyraiw/join 中田敦彦のトークチャンネルはこちら ...",参政党と外国人問題 参政党 外国人問題 YouTubeメンバーシップはこちら youtube com channel UCFo4kqllbcQ4nV83WCyraiw join 中田敦彦のトークチャンネルはこちら,選舉權派對和外國人的選舉權政黨外國人的問題YouTube會員在這裡YouTube com頻道ucfo4kqllbcq4nv83wcyraiw加入Nakata atsushi atsushi的談話頻道,1,1_羅_頻道_外國人_俄羅斯
社會領域,社會問題,"【介福勉強】模試②問題13～24解説「社会の理解」 
模擬試験の解説の続きです。問題13～24「社会の理解」を勉強しましょう。",介福勉強 模試2問題13 24解説 社会の理解 模擬試験の解説の続きです 問題13 24 社会の理解 を勉強しましょう,研究就業模擬考試問題2 13 24解釋理解社會考試持續解釋問題13 24讓研究理解社會考試,5,5_社交_13_有限_表情
社會領域,社會問題,"为什么每个人只顾自己，社会问题越来越严重？哲学视角告诉你真相！ 
在现代社会，我们从小被教导要努力赚钱、追求个人成功，但这种“人人只顾自己”的思维，正是造成社会不公平、通货膨胀、剥削和 ...",为什么每个人只顾自己 社会问题越来越严重 哲学视角告诉你真相 在现代社会 我们从小被教导要努力赚钱 追求个人成功 但这种 人人只顾自己 的思维 正是造成社会不公平 通货膨胀 剥削和,爲什麼每個人只顧自己 社會問題越來越嚴重 哲學視角告訴你真相 在現代社會 我們從小被教導要努力賺錢 追求個人成功 但這種 人人只顧自己 的思維 正是造成社會不公平 通貨膨脹 剝削和,14,14_00_0_與_重點
社會領域,社會問題,"还是崔永元敢讲！犀利点评中国社会问题,每个回答都一下道破根本原因！太独到的见解！#崔永元脱口秀 
欢迎订阅:youtube.com/channel/UC12RQCiMfJRq9Ao_VZPsZqg?sub_confirmation=1 点击下方列表链接，获取更多优质节目， ...",还是崔永元敢讲 犀利点评中国社会问题 每个回答都一下道破根本原因 太独到的见解 崔永元脱口秀 欢迎订阅 youtube com channel UC12RQCiMfJRq9Ao_VZPsZqg sub_confirmation 1 点击下方列表链接 获取更多优质节目,還是崔永元敢講 犀利點評中國社會問題 每個回答都一下道破根本原因 太獨到的見解 崔永元脫口秀 歡迎訂閱 youtube com channel UC12RQCiMfJRq9Ao VZPsZqg sub confirmation 1 點擊下方列錶鍊接 獲取更多優質節目,23,23_戲劇_歡迎_我_直接
社會領域,社會問題,"【ニュース】「韓国は慰安婦問題に執着」トランプ大統領が日韓関係の改善促す「金正恩氏会いたい」 #shorts 
アメリカのトランプ大統領が韓国の李在明（イ・ジェミョン）大統領と初めての会談に臨みました。李大統領が終始トランプ ...",ニュース 韓国は慰安婦問題に執着 トランプ大統領が日韓関係の改善促す 金正恩氏会いたい shorts アメリカのトランプ大統領が韓国の李在明 イ・ジェミョン 大統領と初めての会談に臨みました 李大統領が終始トランプ,新聞韓國癡迷於 舒適婦女問題特朗普總統 鼓勵日本 庫裏亞關係的改善 我想認識金正恩短褲美國總統特朗普與韓國總統李 賈 摩恩會面 參加第一次會議李 賈 瑪格 李 梅 瑪格總統李 李總統是特朗普,11,11_韓國_總統_特朗普_婦女
社會領域,社會問題,"静岡・伊東市 田久保市長の不信任決議案　9月1日に採決　学歴詐称問題で【スーパーJチャンネル】(2025年8月30日) 
静岡県伊東市の田久保市長に対する不信任決議案が来月1日、採決されます。 伊東市の議会運営委員会は今月30日、田久保真紀 ...",静岡・伊東市 田久保市長の不信任決議案 9月1日に採決 学歴詐称問題で スーパーJチャンネル 2025年8月30日 静岡県伊東市の田久保市長に対する不信任決議案が来月1日 採決されます 伊東市の議会運営委員会は今月30日 田久保真紀,Shizuoka Shizuoka Shizuoka於9月 1日投票 內容涉及四月3025年8月30日的虛假學術背景問題Super J Channel Shizuoka縣的Takubo市長沒有信心解決方案 伊託市議會管理委員會 本月30日 高博 馬基 Takubo Maki,37,37_Shizuoka_30_日_下午
社會領域,社會問題,"Helpless Flood Victims Overwhelmed with Complaints Against Govt | Samaa TV 
samaatv #Punjabfloods #floodvictims #govtnegligence #floodcrisis #publiccomplaints #Punjabgovt Follow Samaa TV's WhatsApp ...",Helpless Flood Victims Overwhelmed with Complaints Against Govt Samaa TV samaatv Punjabfloods floodvictims govtnegligence floodcrisis publiccomplaints Punjabgovt Follow Samaa TV s WhatsApp,無助的洪水受害者不知所措 對政府samaa tv samaatv punjabfloods洪水氾濫 govtnegligence floodercrisis publicplaints punjabgovt punjabgovt遵循samaa tv s whatsapp,35,35_洪水_氾_濫_受害者
社會領域,社會問題,"不滿被問其黎巴嫩血統  澳洲議員向記者憤怒揮拳－ BBC News 中文 
澳洲資深議員鮑勃·凱特（Bob Katter）在一場有關移民問題的記者會上威脅一名電視記者。他憤怒大喊，稱其以前也曾因為被問及他 ...",不滿被問其黎巴嫩血統 澳洲議員向記者憤怒揮拳 BBC News 中文 澳洲資深議員鮑勃 凱特 Bob Katter 在一場有關移民問題的記者會上威脅一名電視記者 他憤怒大喊 稱其以前也曾因為被問及他,不滿被問其黎巴嫩血統 澳洲議員向記者憤怒揮拳 BBC News 中文 澳洲資深議員鮑勃 凱特 Bob Katter 在一場有關移民問題的記者會上威脅一名電視記者 他憤怒大喊 稱其以前也曾因為被問及他,9,9_短褲_家庭暴力_病毒_醜聞
社會領域,社會問題,"Daughters Fight To Study Amid Hardship In Rajkanika | Kanak News Shorts 
Kanak News is Odisha's leading 24x7 news and current affairs TV channel from Eastern Media Limited. Odisha's largest media ...",Daughters Fight To Study Amid Hardship In Rajkanika Kanak News Shorts Kanak News is Odisha s leading 24x7 news and current affairs TV channel from Eastern Media Limited Odisha s largest media,女兒在拉賈卡尼卡 Rajkanika Kanak 新聞短褲卡納克 Kanak News Kanak News 的艱辛中奮鬥是奧裏薩邦 Odisha 領先的24x7新聞和時事電視頻道 來自東方媒體有限公司,17,17_奧_News_裏_新聞
社會領域,社會問題,"Why Be Proud of Anti-Woke Ingorance? #shorts 
We're seeing an increasing normalisation of the term 'woke' being used as an insult, when the term means to be aware of social ...",Why Be Proud of Anti Woke Ingorance shorts We re seeing an increasing normalisation of the term woke being used as an insult when the term means to be aware of social,為什麼為反喚醒的攝入短褲感到驕傲 當該術語意味著要了解社會時 我們會看到越來越多地將Woke用作侮辱的術語正常化,9,9_短褲_家庭暴力_病毒_醜聞
社會領域,社會問題,"焼けるまで待てない #カスハラ #クレーマー #クレーム #ストレス #ショートドラマ #社会問題 #shorts 
この動画はフィクションです。実在の人物・団体とは関係ありません。啓発・教育を目的とした創作です。 カスタマー ...",焼けるまで待てない カスハラ クレーマー クレーム ストレス ショートドラマ 社会問題 shorts この動画はフィクションです 実在の人物・団体とは関係ありません 啓発・教育を目的とした創作です カスタマー,等不及要燃燒了 庫薩拉 Cushara 投訴者 投訴 壓力 短劇 社會問題 短褲 該視頻是虛構的 它與真實的人或組織無關 這是一個旨在啟蒙和教育的創造力 顧客,25,25_投訴_組織_旨在_壓力
社會領域,社會問題,"トランプ大統領「韓国は慰安婦に固執」発言　慰安婦問題は米国の国内問題　渡瀬裕哉　#チャンネルくらら　#救国シンクタンク 
第12回 救国シンクタンクセミナー自治体経営研究会 【開催日時】2025年9月28日（日）14：00～17：30（13：30開場） 【場 ...",トランプ大統領 韓国は慰安婦に固執 発言 慰安婦問題は米国の国内問題 渡瀬裕哉 チャンネルくらら 救国シンクタンク 第12回 救国シンクタンクセミナー自治体経営研究会 開催日時 2025年9月28日 日 14 00 17 30 13 30開場 場,特朗普總統韓國堅持安慰婦女言論舒適女性問題是美國沃特薩河Yuya頻道庫拉拉國家儲蓄智囊團第12個國家儲蓄智囊團的智囊團 智囊團的智囊團 智囊團的智囊團 智囊團智囊團 地方政府管理研究小組日期和時間 2025年9月28日開放,11,11_韓國_總統_特朗普_婦女
社會領域,社會問題,"【2ch社会問題スレ】外国人さん利用の民泊、ポケカ転売の残骸がヤバイ…【ゆっくり解説】 
【限定絵文字】で盛り上げよう！メンバーシップ会員受付中！",2ch社会問題スレ 外国人さん利用の民泊 ポケカ転売の残骸がヤバイ ゆっくり解説 限定絵文字 で盛り上げよう メンバーシップ会員受付中,2CH社會問題線程 外國人使用的私人住宿 口袋妖怪卡的遺跡轉售令人難以置信 緩慢的解釋 讓我們以有限的表情符號會員資格成員而被接受,5,5_社交_13_有限_表情
社會領域,社會問題,"Targeted and Forgotten: How Society’s Neglect Puts Unhoused Lives at Risk 
From L.A. to Seattle to D.C., serial killers have repeatedly targeted unhoused people, choosing victims not for who they are, but ...",Targeted and Forgotten How Society s Neglect Puts Unhoused Lives at Risk From L A to Seattle to D C serial killers have repeatedly targeted unhoused people choosing victims not for who they are but,有針對性和忘記的社會被忽視如何使毫無疑問的生命從l a到西雅圖再到d c連環殺手的風險反覆針對未受害的人 而不是因為受害者而不是他們是誰,38,38_a_絕路_走向_影片
社會領域,社會問題,"India should focus on the Trump problem rather than the USA problem | Rajiv Malhotra 
Who Is Raising Your Children? - https://whoisraisingyourchildren.com/ Battle For Consciousness Theory ...",India should focus on the Trump problem rather than the USA problem Rajiv Malhotra Who Is Raising Your Children Battle For Consciousness Theory,印度應該關注特朗普問題 而不是美國問題拉吉夫 馬爾霍特拉 Rajiv Malhotra,31,31_駕駛_無法_巨大_德斯
